dialogue_id,service,turn_id,speaker,utterance,state
23,performance_review,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1]","['HR Assistant: No problem, let me see what I can do. What additional training, if any, do you think would benefit you moving forward? Overall, how would you say your performance has been on a scale of 1 to 5, with 5 being the highest?  ', ""Employee: At this time, I don't feel any additional training is needed. I'd rate my performance overall as a 4."", ""HR Assistant: Great, can you provide me with your name so I can fill that part out? I'd also love to hear about any ways you've helped guide your fellow coworkers."", ""Employee: My name is Priya Singh. I've helped mentor some of the junior developers."", 'HR Assistant: Wonderful, thanks Priya. How well do you think you achieved the goals that were set for you at your last review? And how would you rate your contributions to team projects, again on a 1 to 5 scale?', 'Employee: I achieved my goals at a level 4. I would rate my contributions to team projects as a 5.  ', 'HR Assistant: Almost done! Last two questions - what was the time period covered by this review? Also, are there any areas you think you could still improve in?', 'Employee: The time period for this review was January 2023 to December 2023. One area I could still improve is my time management skills.', 'HR Assistant: Just one more question - what is your role here?', 'Employee: I am a Software Developer.', ""HR Assistant: Great, last thing - tell me about any new skills you've picked up or ways you've grown in your learning. What goals would you like to focus on for your next review period?"", ""Employee: I've learned some new programming languages over the past year. My goal for the next review period would be to complete my certification by December 2023.""]","[{'additional_training_needed': 'any additional training is needed', 'overall_performance_rating': '4'}, {'employee_name': 'Priya Singh', 'leadership_qualities': ""I've helped mentor some of the junior developers""}, {'goal_achievement': '4', 'team_contribution': '5'}, {'review_period': 'January 2023 to December 2023', 'areas_for_improvement': 'time management skills'}, {'job_role': 'Software Developer'}, {'skill_development': ""I've learned some new programming languages"", 'next_review_goals': 'to complete my certification by December 2023'}]"
24,time_off_report,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]","[0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1]","['HR Assistant: No problem. Can you provide me with the best way to contact you in case of an emergency, like your phone number or email address?', 'Employee: You can reach me by email.', 'HR Assistant: Sounds good. How many total days are you looking to take off?  ', ""Employee: I'm requesting 15 days off."", ""HR Assistant: Have you been able to find someone to cover your responsibilities while you're away?"", 'Employee: John will be covering my responsibilities.', 'HR Assistant: Do you mind if I ask when you plan on starting your time off?', 'Employee: My time off will start on June 15th, 2023. ', 'HR Assistant: Will you have limited availability to be contacted during your time away or will you be completely unreachable? Also, is there any other information I should know about your time off request?', 'Employee: I will have limited availability and there is no other information needed.', 'HR Assistant: One last question - are you requesting vacation time, sick leave or a personal day? Have you taken any other time off recently that I should be aware of?', ""Employee: I'm requesting vacation time and I have not taken any other time off recently."", 'HR Assistant: Lastly, can you tell me what the reason is for your time off? I also need the date you expect to return so I can have all the details.', 'Employee: The reason is for a family trip and my return date will be June 30th, 2023.']","[{'emergency_contact_info': 'email'}, {'total_days_off': '15'}, {'work_handover_details': 'John'}, {'start_date': 'June 15th, 2023'}, {'contact_availability': 'limited availability', 'additional_notes': 'no other information needed'}, {'type_of_time_off': 'vacation', 'previous_time_off': 'have not taken any other time off recently'}, {'reason_for_time_off': 'a family trip', 'end_date': 'June 30th, 2023'}]"
25,performance_review,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1]","[""HR Assistant: No problem, what goals did you have in mind for the next review period? Also, if you could let me know how you've grown your skills over this past year that would be great."", 'Employee: I was thinking of publishing two papers and further developing my research skills.', 'HR Assistant: Thanks for sharing that with me. On a scale of 1 to 5, how would you say your overall performance has been? Do you feel you need any additional training to help you succeed?  ', ""Employee: I'd say my performance has exceeded expectations. Some grants and publications training could be useful."", 'HR Assistant: Absolutely. Could I get your name please? And how well do you feel you achieved the goals you set previously?', 'Employee: My name is Henry Kim. I think I achieved most of my goals.', 'HR Assistant: Wonderful to hear Henry. Do you exhibit any leadership qualities that you think are worth mentioning? And how well would you say you contribute to team projects?', ""Employee: I try to mentor some of the junior scientists. I also feel I'm very collaborative. "", 'HR Assistant: Got it, and what is your current role?', ""Employee: I'm a Scientist."", 'HR Assistant: Thanks for your time Henry. Lastly, are there any areas you think need improvement? Also, what is the time period for this review?', 'Employee: Time management is something I can work on. This review covers the past year.']","[{'next_review_goals': 'publishing two papers and further developing my research skills', 'skill_development': 'research skills'}, {'overall_performance_rating': 'exceeded expectations', 'additional_training_needed': 'grants and publications'}, {'employee_name': 'Henry Kim', 'goal_achievement': 'most'}, {'leadership_qualities': 'I try to mentor some of the junior scientists', 'team_contribution': 'very collaborative'}, {'job_role': 'Scientist'}, {'areas_for_improvement': 'Time management', 'review_period': 'the past year'}]"
29,relocation_request,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]","[0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1]","['HR Assistant: No problem, can you provide your contact details like name, email and phone number so I can coordinate everything?  ', 'Employee: My name is Sofia Alvarez, my email is salvarez@lawfirm.com.', ""HR Assistant: Thanks Sofia. What's the main reason for your relocation, is it for a new job or something else? Where are you relocating from, what city and state or country?"", ""Employee: The reason for my relocation is a job transfer. I'm currently located in Miami, Florida.  "", 'HR Assistant: No worries. When would you like to make the move, can you provide a date? Also, is this relocation temporary or more permanent?', ""Employee: I'd like to relocate on June 1st, 2023 and it will be a permanent move."", ""HR Assistant: Okay, where will you be relocating to, what's the destination city, state and country? Will you need any help finding employment in the new location?"", ""Employee: I'll be relocating to New York, New York and no, I don't need assistance finding a new job.  "", 'HR Assistant: Not a problem. Do you have any specific transportation needs, like do you need help arranging vehicle shipping or flights?', ""Employee: Yes, I'll need assistance arranging to transport my vehicle."", 'HR Assistant: No worries, happy to help with that. How many people will be relocating with you and moving into the new home? Also, are there any special requirements I should be aware of?', 'Employee: There will be 3 of us relocating and no, there are no special requirements.', 'HR Assistant: Okay great. Will you need packing and moving services to help with the relocation or were you planning to do it yourself?', 'Employee: Yes, please arrange for full service packing and moving assistance.', 'HR Assistant: No problem at all. Do you have a budget in mind for the total relocation costs? Also, what are your housing requirements at the destination, like number of bedrooms?', ""Employee: There is no budget limit. For housing, I'll need a place with 3 bedrooms.""]","[{'contact_details': 'Sofia Alvarez'}, {'relocation_reason': 'job transfer', 'current_location': 'Miami, Florida'}, {'desired_relocation_date': 'June 1st, 2023', 'duration_of_relocation': 'permanent'}, {'destination_location': 'New York, New York', 'employment_assistance_needed': ""no, I don't need assistance finding a new job""}, {'transportation_needs': ""Yes, I'll need assistance arranging to transport my vehicle""}, {'number_of_relocating_individuals': '3', 'special_accommodations': 'no special requirements'}, {'packing_and_moving_services': 'Yes'}, {'budget_limitations': 'no budget limit', 'housing_requirements': '3 bedrooms'}]"
31,training_request,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1]","['HR Assistant: No problem, how many folks will be joining in on the training? Go ahead and give me a number.', 'Employee: Three people will be participating in the training.', 'HR Assistant: Great, when would be the best dates for you all to do the training? If you could provide the dates in the YYYY-MM-DD format that would be super helpful. Also, what will the main focus or topic of the training be?', 'Employee: The dates I prefer for the training are 2023-06-15. The main topic will be machine learning research.  ', ""HR Assistant: Okay, got it. What's your budget looking like for the training? Just shoot me the amount in your local currency. And could you also give me the contact info for the person coordinating it all - name, email, phone number?"", 'Employee: The budget for the training is $10,000. The contact information for the person coordinating is Henry Kim, hkim@researchlab.com, 555-1234.', 'HR Assistant: Perfect, thanks so much. Are there any special needs or accommodations that need to be made for the training?', 'Employee: There are no special requirements or accommodations needed for the training.', 'HR Assistant: Almost there! What are the goals you hope to achieve from the training? Also, what would you describe as the current skill level of those participating - beginner, intermediate, advanced?', 'Employee: The desired outcomes of the training are to improve research skills. The current skill level of the participants is intermediate.  ', 'HR Assistant: Last couple questions - how long do you think the training should run? A few hours or a couple days? And what format or style of training do you prefer - something online, in-person, a workshop, seminar?', 'Employee: The training should last 2 days. The preferred format is online seminars.']","[{'number_of_participants': 'Three'}, {'preferred_training_dates': '2023-06-15', 'training_topic': 'machine learning research'}, {'budget_constraints': '$10,000', 'contact_information': 'hkim@researchlab.com, 555-1234'}, {'special_requirements': 'no'}, {'desired_training_outcomes': 'to improve research skills', 'current_skill_level': 'intermediate'}, {'training_duration': '2 days', 'preferred_training_format': 'online seminars'}]"
32,harassment_report,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","[0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1]","[""HR Assistant: I'm sorry to hear that. What time did the incident occur?"", 'Employee: The incident happened at around 9:30 this morning.  ', 'HR Assistant: Were there any other people around who might have seen what happened?', 'Employee: Unfortunately, no one else was there to witness it.', 'HR Assistant: Okay, what type of situation are you looking to report? Something that happened at work, online, or what?', 'Employee: It was a verbal harassment that occurred in the office kitchen.', 'HR Assistant: I see. Where exactly did this take place? Feel free to add any other details you think are important.', 'Employee: It happened in the office kitchen. It made me feel really uncomfortable.', 'HR Assistant: What outcome would you like to see from making this report? How can I help resolve this?', 'Employee: An apology from my manager and some workplace training would be appreciated. ', 'HR Assistant: I can understand how upsetting that must have been. How has this affected you?', 'Employee: I felt very upset and embarrassed by what happened.', 'HR Assistant: Could you please describe the incident for me in your own words?', 'Employee: My manager yelled insults at me.', 'HR Assistant: When did this incident occur? Who was involved? Also, please provide your contact details so I can follow up.', 'Employee: This happened on May 15th, 2020. The person involved was my manager, Amir Khaled. You can reach me at +1-555-0345.', ""HR Assistant: Have there been any other similar issues in the past? If so, can you briefly describe? I'll look into this right away."", 'Employee: No, this was the first time anything like this has happened.']","[{'incident_time': '9:30 this morning'}, {'witnesses': 'no one else was there to witness it'}, {'type_of_harassment': 'verbal'}, {'incident_location': 'the office kitchen', 'additional_notes': 'It happened in the office kitchen. It made me feel really uncomfortable'}, {'desired_outcome': 'An apology from my manager and some workplace training'}, {'impact_on_victim': 'very upset and embarrassed'}, {'description_of_incident': 'My manager yelled insults at me'}, {'incident_date': 'May 15th, 2020', 'individuals_involved': 'my manager, Amir Khaled'}, {'previous_incidents': 'No', 'reporter_contact_info': 'No'}]"
36,benefits_enrollment,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1]","['HR Assistant: Okay, no problem. Which benefit plan works best for your needs - Plan A or Plan B?  ', 'Employee: Plan A works best for me.', 'HR Assistant: Great! Do we have all your current contact details on file or do you need to update anything?', 'Employee: Yes, you have my updated personal information on record.', 'HR Assistant: Thanks for confirming. What kind of annual budget are you thinking for your premiums? Just give me a ballpark figure.', 'Employee: My estimated annual premium budget is five thousand US dollars.', ""HR Assistant: No worries, we'll see what we can do within that budget. When would you like your new coverage to start? Also, how would you prefer I contact you - by email, phone or mail?"", 'Employee: I would like my coverage to start on March 1st, 2023 and please contact me by phone.', 'HR Assistant: Okay, sounds good. How many other people are you looking to add to the plan? Just yourself or any dependents too?', 'Employee: I want to add one dependent to the plan.', 'HR Assistant: Almost done! What type of benefits are you most interested in - something like health insurance, dental or something else? Also, have you been covered under a health plan before now?', 'Employee: I am interested in health insurance and I have not previously been covered under a health plan for zero years.']","[{'benefit_plan_selection': 'Plan A'}, {'personal_information_confirmation': 'Yes'}, {'estimated_annual_premium': 'five thousand'}, {'effective_date': 'March 1st, 2023', 'contact_preference': 'phone'}, {'number_of_dependents': 'one'}, {'type_of_benefit': 'health insurance', 'previous_coverage_duration': 'zero'}]"
38,relocation_request,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]","[0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1]","['HR Assistant: No problem, let me see what I can do to assist you. How many people will be moving with you? Feel free to let me know the number. Will you need any packing or moving services? Something like full service help or doing it yourself?  ', ""Employee: One person will be relocating with me, and I'll need full service packing and moving assistance."", ""HR Assistant: Okay, great. I just need your contact details so we can coordinate everything. What's your name, email and phone number?"", 'Employee: My name is Jordan Casey.', ""HR Assistant: Alright, thanks Jordan. Do you think you'll need any job assistance at the new location, like help searching or transferring within the company? And what's the main reason you're relocating, is it for a new job, family reasons or something else?"", ""Employee: No, I won't need employment assistance. The primary reason for my relocation is a job transfer."", 'HR Assistant: No problem. Do you have any specific transportation needs, like getting your vehicle moved or booking flight arrangements? Also, where will you be relocating to - what city, state/province and country?  ', ""Employee: I don't have any transportation needs. And the destination location is unknown at this time."", 'HR Assistant: Okay, no worries. What is your budget limit for the entire relocation process? Feel free to provide the amount in your local currency. Are there any special accommodations or requirements we should be aware of?', 'Employee: My relocation budget limit is $65,000 and there are no special requirements.', 'HR Assistant: Great, thanks for letting me know. Last couple questions - what are your housing needs at the new location as far as size, type or any special requirements? And will this relocation be temporary or permanent?', ""Employee: I'll be looking for a permanent 2 bedroom apartment at the destination. "", 'HR Assistant: Just one more thing - can you provide your current location of Portland, Oregon? And what date would you like to have the relocation completed by, in the format YYYY-MM-DD?', ""Employee: My current location is Portland, Oregon. I'd like the relocation date to be 2021-01-01.""]","[{'number_of_relocating_individuals': 'One person', 'packing_and_moving_services': 'full service'}, {'contact_details': 'Jordan Casey'}, {'employment_assistance_needed': ""No, I won't need employment assistance"", 'relocation_reason': 'job transfer'}, {'transportation_needs': ""don't have any transportation needs"", 'destination_location': 'unknown'}, {'budget_limitations': '$65,000', 'special_accommodations': 'no special requirements'}, {'housing_requirements': '2 bedroom apartment', 'duration_of_relocation': 'permanent'}, {'current_location': 'Portland, Oregon', 'desired_relocation_date': '2021-01-01'}]"
40,time_off_report,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 0, 1, 0, 1, 0, 1, 0, 1]","['HR Assistant: No problem, have you taken any other time off recently? If so, feel free to let me know the details. When do you plan on starting your time off?', ""Employee: I haven't taken any other time off recently. I would like my time off to start on June 1st, 2023.  "", ""HR Assistant: Okay, great. And when do you think you'll be returning from your time off? Also, how available will you be for contact during that time, if needed?"", 'Employee: I plan to return on June 15th, 2023. During my time off, I will have limited availability for contact.', ""HR Assistant: Sounds good. In total, how many days will you be taking off? Have you arranged for coverage of your responsibilities while you're away?"", 'Employee: I will be taking a total of 15 days off. John has agreed to cover my responsibilities during that time.', 'HR Assistant: Alright, what type of time off are you requesting - vacation, sick leave, personal day? Is there any other information I should know about your request?  ', 'Employee: I am requesting vacation leave. There is no other additional information needed.', ""HR Assistant: Can I ask what the purpose or reason is for your time off? You don't have to share, but it may be needed depending on the type of leave. Also, what is the best way for me to contact you in an emergency - phone or email?"", 'Employee: The purpose of my time off is for a family trip. Please only contact me by email in an emergency.']","[{'previous_time_off': 'June 1st, 2023', 'start_date': 'June 1st, 2023'}, {'end_date': 'June 15th, 2023', 'contact_availability': 'limited'}, {'total_days_off': '15', 'work_handover_details': 'John'}, {'type_of_time_off': 'vacation', 'additional_notes': 'no other additional information needed'}, {'reason_for_time_off': 'a family trip', 'emergency_contact_info': 'email'}]"
42,performance_review,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]","[0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1]","[""HR Assistant: No problem, let's take a look. What period of time does this review cover? You can give me the dates in YYYY-MM-DD format if it's easier. What additional training, if any, would benefit the employee going forward?  "", 'Employee: The review period is from January 2023 to December 2023. Some cloud architecture training would be useful.', ""HR Assistant: Great, I'd like to get a sense of how the employee has grown professionally over the past year. What new skills or knowledge have they developed?"", 'Employee: I learned new frameworks.', 'HR Assistant: Wonderful. Can you provide the name of the employee being reviewed and describe any leadership they may have shown?', ""Employee: The employee's name is Priya Singh. She guided junior developers.  "", 'HR Assistant: Thanks for sharing. To help the employee improve, what areas do you think they could focus on developing more?', 'Employee: Time management skills could be improved.', ""HR Assistant: Appreciate the feedback. On a scale of 1 to 5, with 5 being the highest, how would you rate the employee's overall performance?"", ""Employee: Priya's overall performance rating is a 4."", ""HR Assistant: That's great to hear. On the same 1 to 5 scale, how well did the employee achieve their set goals for the review period? What new goals could be established to help them continue growing?"", 'Employee: She achieved her goals at a 4. A new goal could be to complete cloud architecture certification.', ""HR Assistant: One last thing - what is the employee's role and how would you rate their contribution to team projects on a 1 to 5 scale?"", 'Employee: Priya is a Software Developer. Her contribution to team projects is a 5.']","[{'review_period': 'January 2023 to December 2023', 'additional_training_needed': 'cloud architecture'}, {'skill_development': 'I learned new frameworks'}, {'employee_name': 'Priya Singh', 'leadership_qualities': 'She guided junior developers'}, {'areas_for_improvement': 'Time management skills'}, {'overall_performance_rating': '4'}, {'goal_achievement': '4', 'next_review_goals': 'to complete cloud architecture certification'}, {'job_role': 'Software Developer', 'team_contribution': '5'}]"
46,training_request,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]","[0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1]","['HR Assistant: No problem, let me see what I can do. Are there any special needs or accommodations we should know about for the training? What topic are you looking to get more knowledge in?', ""Employee: No special needs, I'm hoping to improve my photography skills.  "", ""HR Assistant: Got it, when would be a good time to schedule this training for you? Just give me the dates in the format YYYY-MM-DD and how long you'd like it to run for."", ""Employee: The dates 2023-05-15 would work well for me, and I'd like it to be a 2 day training."", 'HR Assistant: Okay, great. Can you tell me your current level of experience with photography? Like beginner, intermediate or advanced?', 'Employee: My skills are at an intermediate level currently.', 'HR Assistant: No problem. About how many people do you think will be joining in on this training?', 'Employee: There will just be one person participating, myself.', 'HR Assistant: Alright, what kind of outcomes are you hoping to achieve from this training?', 'Employee: I want to get better at portrait photography.', 'HR Assistant: Sure thing. Last thing, can you provide me with the name, email and phone number of the person coordinating the training? ', 'Employee: The coordinator is Jordan Casey and their contact information is +1-555-0234.', ""HR Assistant: Great, thanks. Last couple questions - what's your budget for this training? Also, do you have a preference on if it's done online, in-person or as a workshop/seminar?"", 'Employee: The budget is 65000 in local currency, and an online course would work best for me.']","[{'special_requirements': 'No special needs', 'training_topic': 'photography'}, {'preferred_training_dates': '2023-05-15', 'training_duration': '2 day'}, {'current_skill_level': 'intermediate'}, {'number_of_participants': 'one'}, {'desired_training_outcomes': 'get better at portrait photography'}, {'contact_information': 'Jordan Casey'}, {'budget_constraints': '65000', 'preferred_training_format': 'online'}]"
